CODICE_IVASS;TIPO_ALBO;DATA_ISCRIZIONE_ALBO_ELENCO;DATA_CANCELLAZIONE_ALBO_ELENCO;DENOMINAZIONE_IMPRESA;CODICE_FISCALE;CLASSIFICAZIONE;INDIRIZZO_SEDE_LEGALE_RAPPRESENTANZA_IN_ITALIA;INDIRIZZO_DIREZIONE_GENERALE;INDIRIZZO_CASA_MADRE;TIPO_LAVORO;PEC
40654;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;14/12/2015;31/12/9999;VGZ ZORGVERZEKERAAR N.V.;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;NIEUWE STATIONSSTRAAT 12 (6811 KS)  ARNHEM PAESI BASSI;DANNI;
10815;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;VHV ALLGEMEINE VERSICHERUNG AG;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;VHV-PLATZ, 1  HANNOVER GERMANIA;DANNI;
41128;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;23/06/2023;31/12/9999;VIDA-CAIXA, SOCIEDAD ANÓNIMA DE SEGUROS Y REASEGUROS;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;PASEO DE LA CASTELLANA 189  MADRID SPAGNA;VITA;
40356;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;27/09/2010;31/12/9999;VIENNA INSURANCE GROUP AG WIENER VERSICHERUNG GRUPPE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;SCHOTTENRING, 30  VIENNA AUSTRIA;MISTA;
20134;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;VIENNA LIFE LEBENSVERSICHERUNG AG;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;WAGNERWEG, 6 FL - 9494 SCHAAN  SCHAAN SVIZZERA;VITA;
40783;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;11/01/2018;31/12/9999;VIG RE ZAJI?T?OVNA A.S.;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;TEMPLOVÁ 747/5 (PSÈ 11001 PRAHA 1)  PRAGA CECA, REPUBBLICA;MISTA;
10664;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;VISENTA FÖRSÄKRINGSAKTIEBOLAG - VISENTA INSURANCE COMPANY LTD;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BOX 16377 S-103 27   STOCCOLMA SVEZIA;DANNI;
40154;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;22/01/2008;31/12/9999;VISHAY INSURANCE DAC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O WILLIS MANAGEMENT (DUBLIN) LTD ELM PARK MERRION ROAD   DUBLINO IRLANDA;DANNI;
40645;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;08/09/2015;31/12/9999;VITAL BLUE INSURANCE DAC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MARSH MANAGEMENT SERVICES (DUBLIN) LTD. GROUND FLOOR, CHARLOTTE HOUSE, CHARLEMONT STREET DUBLIN 2 - D02 NV26  DUBLINO IRLANDA;DANNI;
20072;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;VITIS LIFE S.A.;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;52, BOULEVARD MARCEL CAHEN  LUSSEMBURGO LUSSEMBURGO;VITA;
40523;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;VODAFONE INSURANCE LIMITED;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;LEVEL 5, SKYPARKS BUSINESS CENTRE, MALTA INTERNATIONAL AIRPORT (LQA 400)  LUQA MALTA;MISTA;
40505;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;20/12/2012;31/12/9999;VOLKSWAGEN INSURANCE COMPANY DAC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BLOCK C, LIFFEY VALLEY OFFICE CAMPUS, LIFFEY VALLEY     DUBLINO IRLANDA;DANNI;
40506;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2013;31/12/9999;VOLKSWAGEN VERSICHERUNG AG;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;GIFHORNER STRASSE, 57  BRAUNSCHWEIG GERMANIA;MISTA;
40571;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;09/08/2013;31/12/9999;VOLKSWAGEN VERSICHERUNG AG;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BÂTIMENT ELLIPSE, 15 AVENUE DE LA DEMI-LUNE   ROISSY EN FRANCE FRANCIA;MISTA;
10925;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;VÁTRYGGINGAFÉLAG ÍSLANDS HF. PUBLIC LIMITED COMPANY;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ÁRMÚLI 3  REYKJAVIK ISLANDA;DANNI;
40711;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;22/09/2016;31/12/9999;W.R. BERKLEY EUROPE AG;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;STÄDTLE 35A  VADUZ LIECHTENSTEIN;DANNI;
40712;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;22/09/2016;31/12/9999;W.R. BERKLEY EUROPE AG;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;REGUS BUSINESS CENTRE IBSEN AS, C.J., HAMBROPLASS C  OSLO NORVEGIA;DANNI;
40713;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;22/09/2016;31/12/9999;W.R. BERKLEY EUROPE AG;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;STUREPLAN 4C, 4TH FLOOR  STOCCOLMA SVEZIA;DANNI;
40749;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;19/04/2017;31/12/9999;W.R. BERKLEY EUROPE AG;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;PASEO DE LA CASTELLANA, 149, 8°  MADRID SPAGNA;DANNI;
40666;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;15/01/2016;31/12/9999;W.R. BERKLEY EUROPE AG;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;CLEVER STRASSE 13  COLONIA GERMANIA;DANNI;
10820;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;WAGRAM INSURANCE COMPANY DAC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O AON INS. MANAGERS (DUBLIN) LTD. 3RD FLOOR THE METROPOLITAN BUILDING JAMES JOYCE STREET  DUBLINO IRLANDA;DANNI;
40432;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;25/10/2011;31/12/9999;WAKAM;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;120 A 122, RUE RÉAUMUR  - 75002  PARIGI FRANCIA;DANNI;LPA.INSURANCE@PEC.IT
40365;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;16/12/2010;31/12/9999;WALDENBURGER VERSICHERUNG AG;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ALFRED-LEIKAM STR. 25  SCHWABISCH HALL GERMANIA;DANNI;
10799;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;WARTA TOWARZYSTWO UBEZPIECZEN I REASEKURACJI S.A.;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;RONDO IGNACEGO DASZYŃSKIEGO 1, 00-843  VARSAVIA POLONIA;DANNI;
20100;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;WEALINS S.A.;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;12, RUE LÉON LAVAL (L- 3372 )  LEUDELANGE LUSSEMBURGO;VITA;
41089;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;12/11/2021;31/12/9999;WEFOX INSURANCE AG;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AULESTRASSE 56 - 9490  VADUZ LIECHTENSTEIN;DANNI;
10893;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;WHITE HORSE INSURANCE IRELAND DAC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;FIRST FLOOR, RINEANNA HOUSE, SHANNON FREE ZONE,  SHANNON IRLANDA;DANNI;
10788;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;WHITE ROCK INSURANCE EUROPE PCC LIMITED;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AVENUE 77, BLOCK A AND BLOCK B, LEVEL 3, TRIQ IN-NEGOZJU, ZONE 3, CENTRAL BUSINESS DISTRICT  BIRKIRKARA MALTA;DANNI;
40597;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;01/10/2014;31/12/9999;WIENER OSIGURANJE VIENNA INSURANCE GROUP D.D.;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;SLOVENSKA ULICA, 24  ZAGABRIA CROAZIA;DANNI;
40352;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;14/09/2010;31/12/9999;WIENER STÄDTISCHE VERSICHERUNG AG VIENNA INSURANCE GROUP;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;SCHOTTENRING, 30 - RINGTURM  VIENNA AUSTRIA;MISTA;
10249;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;WÜRTTEMBERGISCHE VERSICHERUNG AKTIENGESELLSCHAFT;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;GUTENBERGSTRASSE 30   STOCCARDA GERMANIA;DANNI;
10518;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;WÜRZBURGER VERSICHERUNGS AKTIENGESELLSCHAFT;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BAHNHOFSTRASSE, 11  WURZBURG GERMANIA;DANNI;
40959;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;12/03/2019;31/12/9999;XL INSURANCE COMPANY SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ZWEIGNIEDERLASSUNG FUR OSTERREICH , TUCHLAUBEN 3  VIENNA AUSTRIA;DANNI;
40963;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;12/03/2019;31/12/9999;XL INSURANCE COMPANY SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;IM ZOLLHAFEN,18 KRANHAUS 1  COLONIA GERMANIA;DANNI;
40960;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;12/03/2019;31/12/9999;XL INSURANCE COMPANY SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;WOLFE TONE HOUSE, WOLFE TONE STREET, DUBLIN 1 D01 HP90  DUBLINO IRLANDA;DANNI;
40962;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;12/03/2019;31/12/9999;XL INSURANCE COMPANY SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;61 RUE MSTISLAV ROSTROPOVITCH, CEDEX 17,  PARIGI FRANCIA;DANNI;
40965;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;12/03/2019;31/12/9999;XL INSURANCE COMPANY SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;SWEDEN FILIAL KUNGSGATAN, 5,  2ND FLOOR, ( 111 43)  STOCCOLMA SVEZIA;DANNI;
40961;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;12/03/2019;31/12/9999;XL INSURANCE COMPANY SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;DE CUSERSTRAAT,91  AMSTERDAM PAESI BASSI;DANNI;
40964;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;12/03/2019;31/12/9999;XL INSURANCE COMPANY SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;PLAZA DE LA LEALTAD,4  MADRID SPAGNA;DANNI;
10730;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;YARA INSURANCE DAC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;WILLIS MANAGEMENT (DUBLIN) LTD GRAND MILL QUAY BARROW STREET  DUBLINO IRLANDA;DANNI;
41016;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;21/01/2020;31/12/9999;YOUPLUS ASSURANCE AG;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;15 HARCOURT STREET DUBLIN 2  DUBLINO IRLANDA;VITA;
20189;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;YOUPLUS ASSURANCE AG;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AUSTRASSE 14 - 9495 TRIESEN  TRIESEN LIECHTENSTEIN;VITA;
40684;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;19/02/2016;31/12/9999;ZAD ALLIANZ BULGARIA;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;59, ALEKSANDER DONDUKOV BLVD.  SOFIA BULGARIA;DANNI;
40530;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;27/06/2013;31/12/9999;ZAD BULSTRAD VIENNA INSURANCE GROUP;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;"5 ""POZITANO"" CIRCUS   SOFIA BULGARIA";DANNI;
40361;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;21/10/2010;31/12/9999;ZAVAROVALNICA SAVA D.D.;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ULICA EVE LOVŠE 007  MARIBOR SLOVENIA;DANNI;
10719;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;ZAVAROVALNICA TRIGLAV D.D.;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MIKLOSICEVA CESTA 19   LUBIANA SLOVENIA;MISTA;
40770;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;26/10/2017;31/12/9999;ZILVEREN KRUIS ZORGVERZEKERINGEN N.V.;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MOSWEG 23-25 (7556 PG)  HENGELO PAESI BASSI;DANNI;
20071;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;ZURICH EUROLIFE S.A.;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;48, RUE DE BRAGANCE (L - 1255 )  LUSSEMBURGO LUSSEMBURGO;VITA;
10871;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;ZURICH INSURANCE PLC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;CORPORATE VILLAGE – BUILDING CAPRESE, DA VINCILAAN 5,  ZAVENTEM BELGIO;DANNI;
10836;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;ZURICH INSURANCE PLC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ZURICH-HUSET LINNÉGATAN 5 PO BOX 5069  (102 42 )  STOCCOLMA SVEZIA;DANNI;
10835;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;ZURICH INSURANCE PLC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;96, RUE EDOUARD VAILLANT 92309 LEVALLOIS PERRET CEDEX - PARIS  PARIGI FRANCIA;DANNI;
10834;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;ZURICH INSURANCE PLC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;TAMMASAARENKATU 1 D   HELSINKI FINLANDIA;DANNI;
10450;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;ZURICH INSURANCE PLC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ZURICH HOUSE, FRASCATI ROAD, BLACKROCK- COUNTY DUBLIN, A94 X9Y3  DUBLINO IRLANDA;DANNI;
40298;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;24/09/2009;31/12/9999;ZURICH INSURANCE PLC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;RUA BARATA SALGUEIRO 41 (1269 - 058)  LISBONA PORTOGALLO;DANNI;
40338;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;19/05/2010;31/12/9999;ZURICH INSURANCE PLC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;NIEDERLASSUNG FÜR DEUTSCHLAND  PLATZ DER EINHEIT 2  FRANCOFORTE SUL MENO GERMANIA;DANNI;
40297;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;24/09/2009;31/12/9999;ZURICH INSURANCE PLC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;CALLE AUGUSTIN DE FOXA, 27  MADRID SPAGNA;DANNI;
40192;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;23/04/2008;31/12/9999;ZURICH INSURANCE PLC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;SLUSEHOLMEN, 2-4  COPENAGHEN DANIMARCA;DANNI;
40155;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;22/01/2008;31/12/9999;ZURICH INSURANCE PLC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O ARNTZEN DE BESCHE ADVOKATFIRMA AS POSTBOKS 2734  SOLLI NORVEGIA;DANNI;
10889;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;ZURICH INSURANCE PLC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;PRINSES MARGRIETPLANTSOEN 63/65, 2595 BR  L'AIA PAESI BASSI;DANNI;
10243;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;ZURICH VERSICHERUNGS-AKTIENGESELLSCHAFT;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;LEOPOLD-UNGAR-PLATZ 2  VIENNA AUSTRIA;MISTA;
10929;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;ZURICH VIDA COMPAÑIA DE SEGUROS Y REASEGUROS S.A.;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;PASEO DE LA CASTELLANA 81, PLANTA 22  MADRID SPAGNA;PICCOLO CUMULO;
40332;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;12/04/2010;31/12/9999;ÖFFENTLICHE VERSICHERUNG BRAUNSCHWEIG;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;THEODOR-HEUSS-STRASSE, 10  BRAUNSCHWEIG GERMANIA;DANNI;
40344;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;13/07/2010;31/12/9999;ÖFFENTLICHE VERSICHERUNG BREMEN;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MARTINISTRASSE, 30  BREMEN GERMANIA;DANNI;
C434R;Elenco III - imprese di riassicurazione aventi sede legale in un altro Stato membro ammesse ad operare in Italia in regime di stabilimento;03/01/2008;31/12/9999;GENERAL REINSURANCE AG RAPPRESENTANZA GENERALE PER L'ITALIA;12863100157;IMPRESA DI RIASSICURAZIONE SEE CHE OPERA IN STABILIMENTO;VIA TURATI, 25  20121 MILANO;;;MISTA;
C494R;Elenco III - imprese di riassicurazione aventi sede legale in un altro Stato membro ammesse ad operare in Italia in regime di stabilimento;11/05/2011;31/12/9999;MAPFRE RE, COMPANIA DE REASEGUROS S.A.;11188600156;IMPRESA DI RIASSICURAZIONE SEE CHE OPERA IN STABILIMENTO;VIA PRIVATA MANGILI, 2  20121 MILANO;;;MISTA;
C481R;Elenco III - imprese di riassicurazione aventi sede legale in un altro Stato membro ammesse ad operare in Italia in regime di stabilimento;04/09/2008;31/12/9999;MÜNCHENER RÜCKVERSICHERUNGS - GESELLSCHAFT AG;97081560159;IMPRESA DI RIASSICURAZIONE SEE CHE OPERA IN STABILIMENTO;VIA POLA 9  20124 MILANO;;;MISTA;
C485R;Elenco III - imprese di riassicurazione aventi sede legale in un altro Stato membro ammesse ad operare in Italia in regime di stabilimento;15/04/2009;31/12/9999;RGA INTERNATIONAL REINSURANCE COMPANY DAC;97446620151;IMPRESA DI RIASSICURAZIONE SEE CHE OPERA IN STABILIMENTO;VIA SAN MARCO, 3  20121 MILANO;;;MISTA;
C500R;Elenco III - imprese di riassicurazione aventi sede legale in un altro Stato membro ammesse ad operare in Italia in regime di stabilimento;10/06/2019;31/12/9999;SCOR SE;10448030964;IMPRESA DI RIASSICURAZIONE SEE CHE OPERA IN STABILIMENTO;VIA DELLA MOSCOVA, 3  20121 MILANO;;;MISTA;
C483R;Elenco III - imprese di riassicurazione aventi sede legale in un altro Stato membro ammesse ad operare in Italia in regime di stabilimento;07/10/2008;31/12/9999;SWISS RE EUROPE S.A.;12021700153;IMPRESA DI RIASSICURAZIONE SEE CHE OPERA IN STABILIMENTO;PIAZZA VETRA, 17  20123 MILANO;;;MISTA;
A495S;Sezione I - imprese di assicurazione con sede legale in Italia;07/10/2013;31/12/9999;ALLEANZA ASSICURAZIONI S.P.A.;10908160012;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);PIAZZA TRE TORRI, 1  20145 MILANO;;;MISTA;ALLEANZA@PEC.GENERALIGROUP.COM
A071S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;ALLIANZ DIRECT SOCIETÀ PER AZIONI;01711850154;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);PIAZZA TRE TORRI, 3  20145 MILANO;PIAZZA TRE TORRI, 3  20145 MILANO;;DANNI;allianzdirect.ivass@legalmail.it
A463S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;ALLIANZ SOCIETA' PER AZIONI;05032630963;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);PIAZZA TRE TORRI, 3  20145 MILANO;PIAZZA TRE TORRI, 3  20145 MILANO;;MISTA;ALLIANZ.ISVAP@LEGALMAIL.IT
A352S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;ALLIANZ VIVA S.P.A.;09197520159;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);PIAZZA TRE TORRI 3  20145 MILANO;PIAZZA TRE TORRI 3  20145 MILANO;;DANNI;allianzviva.ivass@legalmail.it
A478S;Sezione I - imprese di assicurazione con sede legale in Italia;14/03/2008;31/12/9999;AMTRUST ASSICURAZIONI S.P.A.;01917540518;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA CLERICI, 14  20121 MILANO;VIA CLERICI, 14  20121 MILANO;;DANNI;AMTRUST.ASSICURAZIONI@PEC.IT
